X10-ADOGOS_4d_Pd_CN2_homo.xyz	native
X10-ADOHAC_3d_Zn_CN5_hetero.xyz	native
X10-ADOPER_3d_Zn_CN5_hetero.xyz	native
X10-ADORUJ_3d_Mn_CN5_hetero.xyz	embed-grip
X10-ADOSOC_3d_Cr_CN5_homo.xyz	native
X10-ADOXUN_4d_Zr_CN6_hetero.xyz	native
X10-ADOXUQ_4d_Rh_CN1_homo.xyz	native
X10-ADOZOJ_4d_Ru_CN4_hetero.xyz	native
X10-ADUKAN_4d_Pd_CN1_homo.xyz	native
X10-ADUKEQ_4d_Ru_CN5_hetero.xyz	native
X10-ADUMOD_4d_Pd_CN3_hetero.xyz	native
X10-AEDTOS_5d_Os_CN5_hetero.xyz	native
X10-AFAGIA_4d_Mo_CN3_homo.xyz	native
X10-AFAQEF_4d_Ru_CN3_hetero.xyz	native
X10-AFEBUK_4d_Ru_CN4_hetero.xyz	native
X10-AFECIZ_3d_Ti_CN5_hetero.xyz	native
X10-AFERIM_4d_Rh_CN4_hetero.xyz	native
X10-AFIREM_4d_Mo_CN2_homo.xyz	native
X10-AFIVAN_3d_Co_CN2_hetero.xyz	native
X10-AFIWUI_4d_Ag_CN1_homo.xyz	native
X10-AFOFIL_3d_Ni_CN2_hetero.xyz	native
X10-AFOJEN_3d_Ni_CN3_hetero.xyz	native
X10-AFOKOZ_4d_Mo_CN4_hetero.xyz	native
X10-AFOKUF_4d_Mo_CN4_hetero.xyz	native
X10-AFOLAM_4d_Mo_CN4_hetero.xyz	native
X10-AFOMEQ_3d_Cr_CN5_hetero.xyz	native
X10-AFONER_4d_Ru_CN5_hetero.xyz	native
X10-AFORUL_3d_Cr_CN4_hetero.xyz	native
X10-AFUDAH_3d_Ni_CN1_homo.xyz	native
X10-AFUTEB_3d_Fe_CN4_hetero.xyz	native
X10-AFUWOO_5d_Re_CN5_hetero.xyz	native
X10-AFUWUW_3d_Fe_CN3_homo.xyz	native
X10-AFUXAB_5d_Re_CN5_hetero.xyz	native
X10-AFUZIL_5d_Re_CN4_hetero.xyz	native
X10-AFXPCM_4d_Mo_CN6_hetero.xyz	native
X10-AGABEQ_4d_Rh_CN2_hetero.xyz	native
X10-AGADAN_3d_Ni_CN4_hetero.xyz	native
X10-AGAGIY_4d_Nb_CN5_hetero.xyz	native
X10-AGAMIH_3d_Ni_CN5_hetero.xyz	native
X10-AGAROQ_3d_Co_CN3_homo.xyz	native
X10-AGASIL_3d_V_CN5_hetero.xyz	native
X10-AGAVIQ_3d_Co_CN4_hetero.xyz	native
X10-AGAWAJ_3d_Cu_CN5_hetero.xyz	native
X10-AGAYEN_3d_Mn_CN5_hetero.xyz	native
X10-AGEXAO_5d_Hg_CN3_hetero.xyz	native
X10-AGEXIW_5d_Hg_CN3_hetero.xyz	native
X10-AGEYAP_5d_Hg_CN3_hetero.xyz	native
X10-AGIPEM_5d_Hg_CN2_hetero.xyz	embed-grip
X10-AGNGEC11_4d_Ag_CN4_homo.xyz	native
X10-AGOPCD_4d_Cd_CN5_homo.xyz	native
X10-AGORAP_3d_Cu_CN5_hetero.xyz	native
X10-AGOSAR_4d_Ru_CN4_hetero.xyz	native
X10-AGOTOG_5d_Re_CN5_hetero.xyz	native
X10-AGULIX_3d_V_CN5_hetero.xyz	native
X10-AGUMAQ_5d_Re_CN4_hetero.xyz	native
X10-AGUYOT_5d_Pt_CN3_hetero.xyz	native
X10-AGUZEI_4d_Zr_CN4_hetero.xyz	native
X10-AHIGUU_3d_Ni_CN4_hetero.xyz	native
X10-AHIQOA_3d_Co_CN4_hetero.xyz	native
X10-AHIROB_3d_Mn_CN3_hetero.xyz	native
X10-AHOBUV_3d_Fe_CN4_hetero.xyz	native
X10-AHOCUY_5d_Pt_CN2_homo.xyz	native
X10-AHOGOV_5d_Au_CN2_hetero.xyz	native
X10-AHOLUE_5d_Hg_CN3_hetero.xyz	native
X10-AHOQIA_4d_Pd_CN2_hetero.xyz	embed-grip
X10-AHUBOW_5d_Pt_CN3_hetero.xyz	native
X10-AHUJOF_4d_Ru_CN3_hetero.xyz	native
X10-AHUREA_3d_Ti_CN4_hetero.xyz	native
X10-AHUROK_3d_Ti_CN3_hetero.xyz	native
X10-AHUXOQ_5d_Os_CN3_hetero.xyz	native
X10-AJAFOH_3d_Ni_CN3_hetero.xyz	native
X10-AJAMII_4d_Y_CN2_homo.xyz	embed-grip
X10-AJELEG_4d_Pd_CN1_homo.xyz	embed-grip
X10-AJENIN_5d_W_CN3_hetero.xyz	native
X10-AJICED_4d_Pd_CN3_hetero.xyz	native
X10-AJITAR_4d_Pd_CN3_homo.xyz	embed-grip
X10-AJIVUN_5d_Pt_CN4_hetero.xyz	native
X10-AJOBOT_4d_Rh_CN5_hetero.xyz	native
X10-AJONEU_3d_Co_CN2_hetero.xyz	embed-grip
X10-AJOWOO_3d_Co_CN5_hetero.xyz	native
X10-AJOZAC_4d_Pd_CN3_homo.xyz	native
X10-AJULUN_3d_Zn_CN5_homo.xyz	native
X10-AJUMEY_3d_Co_CN5_homo.xyz	native
X10-AJUMIE_4d_Mo_CN5_hetero.xyz	native
X10-AJUZUB_5d_Os_CN4_hetero.xyz	native
X10-AKECIC_4d_Mo_CN3_hetero.xyz	native
X10-AKIHUA_3d_Fe_CN5_hetero.xyz	embed-grip
X10-AKIKAH_5d_Ir_CN3_hetero.xyz	native
X10-AKIVEV_5d_Ir_CN1_homo.xyz	native
X10-AKIVUL_3d_Cu_CN4_hetero.xyz	native
X10-ALAGUQ_5d_Os_CN4_hetero.xyz	native
X10-ALAHEB_5d_Ir_CN2_hetero.xyz	native
X10-ALAROX_3d_Mn_CN6_hetero.xyz	native
X10-ALAVUF_4d_Ru_CN4_hetero.xyz	native
X10-ALAWIT_3d_Ni_CN3_hetero.xyz	native
X10-ALAWUF_3d_Ni_CN3_hetero.xyz	native
X10-ALAWUI_4d_Y_CN6_hetero.xyz	native
X10-ALAZES_5d_Ta_CN4_homo.xyz	native
X10-ALBPPT_5d_Pt_CN3_hetero.xyz	native
X10-ALEGIH_4d_Ru_CN4_hetero.xyz	native
X10-ALEGON_4d_Ru_CN4_hetero.xyz	native
X10-ALEGUT_4d_Ru_CN4_hetero.xyz	native
X10-ALENOV_4d_Ru_CN5_hetero.xyz	native
X10-ALENOW_5d_Au_CN3_hetero.xyz	native
X10-ALEQEO_3d_Fe_CN5_hetero.xyz	native
X10-ALESUH_3d_Cu_CN4_hetero.xyz	native
X10-ALIFAD_3d_Cu_CN4_hetero.xyz	native
X10-ALILAI_4d_Mo_CN5_hetero.xyz	native
X10-ALINAN_4d_Rh_CN4_hetero.xyz	native
X10-ALIYOJ_3d_Mn_CN3_hetero.xyz	native
X10-ALOGUE_3d_Zn_CN3_hetero.xyz	native
X10-ALOPOG_4d_Rh_CN4_hetero.xyz	native
X10-ALOVIH_3d_Mn_CN1_homo.xyz	native
X10-ALUCIU_4d_Y_CN3_hetero.xyz	embed-grip
X10-ALULEB_4d_Cd_CN5_hetero.xyz	native
X10-ALUVIN_3d_Cr_CN3_hetero.xyz	native
X10-ALUZAI_4d_Rh_CN3_hetero.xyz	native
X10-AMAHOO_3d_Ni_CN4_hetero.xyz	native
X10-AMAXUH_4d_Pd_CN3_hetero.xyz	embed-grip
X10-AMEVUJ_4d_Ag_CN3_hetero.xyz	native
X10-AMIJUD_5d_Os_CN2_hetero.xyz	embed-grip
X10-AMOGUG_3d_Cu_CN3_homo.xyz	native
X10-AMOHIV_3d_Cu_CN1_homo.xyz	embed-grip
X10-AMOJER_5d_Re_CN5_hetero.xyz	native
X10-AMOKOC_5d_Re_CN3_hetero.xyz	native
X10-AMORAV_5d_Re_CN4_hetero.xyz	native
X10-AMOYIK_4d_Tc_CN4_hetero.xyz	native
X10-AMPCBZ_3d_Cu_CN3_hetero.xyz	native
X10-AMPMNC_3d_Mn_CN5_hetero.xyz	native
X10-AMPNWC10_5d_W_CN5_hetero.xyz	native
X10-AMUJOI_3d_V_CN3_hetero.xyz	native
X10-AMUJUO_3d_V_CN3_hetero.xyz	embed-grip
X10-ANANEJ_3d_Cu_CN1_homo.xyz	embed-grip
X10-ANAYAR_4d_Nb_CN5_hetero.xyz	native
X10-ANAYEW_3d_Zn_CN2_hetero.xyz	embed-grip
X10-ANIMOB_5d_Os_CN5_hetero.xyz	native
X10-ANPIRA_5d_Ir_CN5_hetero.xyz	native
X10-ANUFUN_3d_Cu_CN5_hetero.xyz	native
X10-ANUJEZ_4d_Y_CN4_hetero.xyz	native
X10-ANUJOJ_4d_Y_CN4_hetero.xyz	native
X10-APAJEJ_3d_Zn_CN3_hetero.xyz	native
X10-APAJIN_3d_Zn_CN2_hetero.xyz	embed-grip
X10-APAYAS_3d_Ni_CN4_homo.xyz	native
X10-APEKOY_3d_Fe_CN4_hetero.xyz	native
X10-APHOMO10_4d_Mo_CN6_hetero.xyz	native
X10-APOGAP_3d_Cu_CN3_hetero.xyz	native
X10-APOQII_5d_W_CN3_hetero.xyz	native
X10-APOQOO_5d_W_CN4_hetero.xyz	native
X10-APOZUC_5d_Pt_CN2_homo.xyz	native
X10-APROCU_3d_Cu_CN5_hetero.xyz	native
X10-APUKED_3d_Co_CN5_hetero.xyz	native
X10-AQAMAI_4d_Ru_CN5_hetero.xyz	native
X10-AQASAO_5d_W_CN5_hetero.xyz	native
X10-AQATOD_3d_Fe_CN3_hetero.xyz	native
X10-AQAWUK_3d_Co_CN5_hetero.xyz	native
X10-AQAXIZ_4d_Ru_CN5_hetero.xyz	native
X10-AQCYCU_3d_Cu_CN5_hetero.xyz	native
X10-AQEBEE_3d_Zn_CN3_hetero.xyz	native
X10-AQECOP_5d_Pt_CN2_hetero.xyz	native
X10-AQEPUH_5d_Hg_CN2_hetero.xyz	native
X10-AQEXAW_5d_Ta_CN4_hetero.xyz	native
X10-AQIMIW_3d_Mn_CN4_hetero.xyz	native
X10-AQIVOM_5d_Au_CN1_homo.xyz	embed-grip
X10-AQOHUJ_3d_Ni_CN3_homo.xyz	native
X10-AQOZIQ_3d_Fe_CN5_hetero.xyz	native
X10-AQUFAU_4d_Cd_CN2_homo.xyz	native
X10-AQUVIR_4d_Rh_CN5_hetero.xyz	native
X10-ARAJAG_3d_Co_CN4_hetero.xyz	native
X10-ARALAH_4d_Zr_CN5_hetero.xyz	native
X10-ARALUD_3d_Fe_CN2_homo.xyz	embed-grip
X10-ARASIW_3d_Zn_CN3_homo.xyz	native
X10-ARATET_3d_Ni_CN4_hetero.xyz	native
X10-AREHEK_5d_Pt_CN3_hetero.xyz	native
X10-ARIBIO_3d_Fe_CN2_hetero.xyz	native
X10-ARIMAR_5d_Os_CN4_hetero.xyz	native
X10-ARIWUU_3d_Co_CN1_homo.xyz	native
X10-ARIXEE_5d_W_CN4_hetero.xyz	embed-grip
X10-ARIYEH_3d_V_CN3_hetero.xyz	embed-grip
X10-ARODAP_3d_Zn_CN3_homo.xyz	native
X10-AROKAT_5d_Re_CN5_hetero.xyz	native
X10-AROTAE_3d_Fe_CN4_hetero.xyz	native
X10-AROTEI_3d_Fe_CN2_homo.xyz	native
X10-ARULOP_3d_Cu_CN2_hetero.xyz	native
X10-ARULUV_3d_Cu_CN2_hetero.xyz	native
X10-ARUQIQ_3d_Fe_CN5_hetero.xyz	native
X10-ARUTAL_5d_Ir_CN3_hetero.xyz	embed-grip
X10-ASABUS_3d_Sc_CN4_hetero.xyz	native
X10-ASALIR_4d_Ru_CN4_hetero.xyz	native
X10-ASAMAJ_3d_Cu_CN5_hetero.xyz	native
X10-ASAPIU_5d_Pt_CN4_hetero.xyz	native
X10-ASEFEL_4d_Rh_CN5_hetero.xyz	native
X10-ASEMNI_3d_Ni_CN4_hetero.xyz	native
X10-ASEVUR_3d_Zn_CN3_hetero.xyz	native
X10-ASIFOY_4d_Rh_CN3_hetero.xyz	native
X10-ASPHNI_3d_Ni_CN2_hetero.xyz	native
X10-ASULOR_3d_Ni_CN2_hetero.xyz	native
X10-ASUWIW_4d_Ru_CN3_hetero.xyz	native
X10-ATAGOS_4d_Pd_CN3_hetero.xyz	native
X10-ATALAK_5d_Pt_CN3_hetero.xyz	native
X10-ATANIT_4d_Ru_CN5_hetero.xyz	native
X10-ATANIU_4d_Zr_CN1_homo.xyz	native
X10-ATECUZ_4d_Y_CN5_hetero.xyz	native
X10-ATEWII_3d_Zn_CN2_homo.xyz	embed-grip
X10-ATIDEM_3d_Ti_CN4_hetero.xyz	native
X10-ATIHEQ_3d_Ti_CN3_hetero.xyz	embed-grip
X10-ATIMEX_3d_Cu_CN3_hetero.xyz	native
X10-ATINOJ_3d_Fe_CN2_hetero.xyz	native
X10-ATISAZ_5d_Hg_CN3_hetero.xyz	native
X10-ATNONC_3d_Co_CN5_hetero.xyz	native
X10-ATOGAT_5d_Pt_CN3_hetero.xyz	native
X10-ATOJUO_3d_Fe_CN5_hetero.xyz	native
X10-ATONUU_4d_Ru_CN4_hetero.xyz	native
X10-ATORAC_3d_Ni_CN4_hetero.xyz	native
X10-ATOSEI_5d_Ir_CN5_hetero.xyz	native
X10-ATOSIM_5d_Ir_CN5_hetero.xyz	native
X10-ATUDEB_4d_Mo_CN4_hetero.xyz	native
X10-AVECOU_4d_Zr_CN4_homo.xyz	native
X10-AVENOE_3d_V_CN5_hetero.xyz	native
X10-AVESOK_3d_Cu_CN3_hetero.xyz	native
X10-AVESUP_5d_Hg_CN4_homo.xyz	native
X10-AVEYEF_4d_Ag_CN3_hetero.xyz	native
X10-AVINEA_3d_Ni_CN2_hetero.xyz	native
X10-AVIZAI_5d_Hg_CN2_homo.xyz	native
X10-AVOVUC_4d_Mo_CN5_homo.xyz	native
X10-AVOXIS_4d_Ru_CN4_hetero.xyz	native
X10-AVUBOI_4d_Zr_CN4_hetero.xyz	native
X10-AVUHOQ_3d_Fe_CN4_hetero.xyz	native
X10-AVULAG02_3d_Mn_CN4_hetero.xyz	native
X10-AVUTAM_5d_Au_CN3_hetero.xyz	native
X10-AVUTET_4d_Mo_CN5_hetero.xyz	native
X10-AWEHOC01_3d_Zn_CN3_homo.xyz	native
X10-AWELOD_5d_Re_CN5_hetero.xyz	native
X10-AWEVIH_3d_Fe_CN5_hetero.xyz	native
X10-AWIPED_3d_Cr_CN4_hetero.xyz	native
X10-AWUBAX_5d_Au_CN2_hetero.xyz	native
X10-AWUMAG_5d_W_CN5_hetero.xyz	native
X10-AWUXIB_3d_Mn_CN3_hetero.xyz	native
X10-AXACUX_5d_La_CN6_hetero.xyz	native
X10-AXAFEM_4d_Ru_CN5_hetero.xyz	embed-grip
X10-AXAGIR_4d_Rh_CN4_homo.xyz	native
X10-AXANOE02_4d_Ru_CN5_hetero.xyz	native
X10-AXAXUS_5d_Pt_CN3_hetero.xyz	native
X10-AXEWEF_5d_Re_CN5_hetero.xyz	embed-grip
X10-AXEYOR_4d_Rh_CN3_hetero.xyz	embed-grip
X10-AXIRAB_3d_Cu_CN4_hetero.xyz	native
X10-AXUFOO_3d_Zn_CN3_hetero.xyz	native
X10-AXUFUU_3d_Zn_CN3_hetero.xyz	native
X10-AXUGOP_3d_Cu_CN6_homo.xyz	native
X10-AXUPUE_5d_Ir_CN4_hetero.xyz	native
X10-AXURUG_5d_W_CN5_homo.xyz	native
X10-AXUWOH_5d_W_CN4_hetero.xyz	native
X10-AXUXOI_5d_W_CN2_homo.xyz	native
X10-AYACUA_5d_Re_CN4_hetero.xyz	native
X10-AYACUY_3d_Ni_CN2_hetero.xyz	native
X10-AYAHOZ_5d_W_CN5_hetero.xyz	native
X10-AYAHUF_3d_Cr_CN5_hetero.xyz	native
X10-AYALUJ_5d_Re_CN3_hetero.xyz	native
X10-AYEGOD_3d_Fe_CN5_hetero.xyz	native
X10-AYEHOD_3d_Mn_CN4_hetero.xyz	native
X10-AYEVAB_5d_W_CN3_hetero.xyz	native
X10-AYEVIJ_5d_W_CN3_hetero.xyz	native
X10-AYOCUN_3d_Zn_CN2_homo.xyz	native
X10-AYOLIK_3d_Co_CN5_hetero.xyz	native
X10-AYOTEQ_5d_Ir_CN3_hetero.xyz	embed-grip
X10-AYUBON_4d_Zr_CN6_hetero.xyz	native
X10-AYUCII_3d_Fe_CN5_hetero.xyz	native
X10-AYUJUZ_4d_Ru_CN5_hetero.xyz	native
X10-AYUSUK_4d_Mo_CN5_hetero.xyz	native
X10-AYUYIE_4d_Ru_CN4_hetero.xyz	native
X10-AZAKIV_3d_Ni_CN3_hetero.xyz	native
X10-AZAQEX_5d_Ir_CN4_hetero.xyz	native
X10-AZEGOC_5d_Re_CN4_hetero.xyz	native
X10-AZEPAX_4d_Ag_CN5_homo.xyz	native
X10-AZIRCP10_5d_Ir_CN4_hetero.xyz	native
X10-AZISAE_4d_Pd_CN3_hetero.xyz	native
X10-AZNIMO_4d_Mo_CN4_homo.xyz	native
X10-AZOCCU10_3d_Cu_CN4_hetero.xyz	native
X10-AZOTIS_4d_Ru_CN5_hetero.xyz	native
X10-AZUJIO_4d_Pd_CN3_homo.xyz	native
X10-AZULUC_3d_Mn_CN4_hetero.xyz	native
X10-BABKOG_4d_Ru_CN2_hetero.xyz	native
X10-BABMUO_4d_Mo_CN5_hetero.xyz	native
X10-BABPEA_5d_Os_CN5_hetero.xyz	native
X10-BABPON_3d_Cu_CN2_hetero.xyz	native
X10-BABSOO_5d_Re_CN5_hetero.xyz	native
X10-BABWAC_5d_Os_CN5_hetero.xyz	native
X10-BACFIY_4d_Nb_CN3_hetero.xyz	native
X10-BACFOC_4d_Ru_CN2_hetero.xyz	native
X10-BACGAR_4d_Nb_CN3_hetero.xyz	native
X10-BACKUN_4d_Ru_CN4_hetero.xyz	native
X10-BACNOK_3d_Mn_CN2_homo.xyz	native
X10-BACWUA_5d_Ir_CN2_homo.xyz	native
X10-BADHEX_3d_Co_CN3_hetero.xyz	native
X10-BADHIZ_3d_Ni_CN5_hetero.xyz	native
X10-BADQAB_5d_W_CN4_hetero.xyz	native
X10-BADQUV_4d_Ag_CN2_homo.xyz	native
X10-BADRAA_5d_Ir_CN4_hetero.xyz	native
X10-BADVAF_4d_Ru_CN4_hetero.xyz	native
X10-BADYEO_3d_Mn_CN4_hetero.xyz	native
X10-BAFGEV_5d_Os_CN4_homo.xyz	native
X10-BAGNAA_5d_Ta_CN4_homo.xyz	native
X10-BAGNON_4d_Pd_CN3_hetero.xyz	native
X10-BAHDAS_3d_Co_CN6_homo.xyz	native
X10-BAHFOI_3d_Ni_CN3_hetero.xyz	native
X10-BAHJEB_4d_Cd_CN3_hetero.xyz	native
X10-BAHMEC_3d_Fe_CN5_hetero.xyz	native
X10-BAJDOF10_4d_Tc_CN4_hetero.xyz	native
X10-BAJKAZ_3d_Fe_CN3_hetero.xyz	native
X10-BAJLAB_5d_Os_CN5_hetero.xyz	native
X10-BAJWEP_3d_Ni_CN2_hetero.xyz	native
X10-BAKBUL_3d_Ni_CN3_hetero.xyz	native
X10-BAKCEV_5d_W_CN3_hetero.xyz	native
X10-BAKPOT_3d_Sc_CN4_hetero.xyz	native
X10-BAKPUZ_3d_Sc_CN3_hetero.xyz	native
X10-BAKVIT_5d_Hg_CN1_homo.xyz	embed-grip
X10-BAMFIE_3d_Cu_CN5_hetero.xyz	native
X10-BAMFON_5d_Re_CN4_homo.xyz	embed-grip
X10-BAMHED_4d_Mo_CN5_hetero.xyz	native
X10-BAMSFE_3d_Fe_CN4_hetero.xyz	native
X10-BAMTIT_4d_Zr_CN4_hetero.xyz	native
X10-BAMTOZ_5d_Hf_CN4_hetero.xyz	native
X10-BAMZUO_3d_Cu_CN2_hetero.xyz	embed-grip
X10-BANBIC_5d_W_CN3_hetero.xyz	native
X10-BANCAV_5d_W_CN5_hetero.xyz	native
X10-BAPCOL_3d_Fe_CN5_hetero.xyz	native
X10-BAPKEI_3d_Ni_CN4_hetero.xyz	native
X10-BAPLEL_5d_W_CN6_hetero.xyz	embed-grip
X10-BAPMOW_4d_Mo_CN5_hetero.xyz	embed-grip
X10-BAPPIR_4d_Tc_CN5_hetero.xyz	native
X10-BAQFEF_4d_Rh_CN5_hetero.xyz	native
X10-BAQFOP_4d_Ru_CN5_hetero.xyz	native
X10-BAQFUV_4d_Ru_CN5_hetero.xyz	native
X10-BAQJOV_5d_Re_CN5_hetero.xyz	native
X10-BARDED_4d_Rh_CN4_hetero.xyz	native
X10-BARNEP_4d_Ru_CN5_hetero.xyz	native
X10-BARSIY_4d_Ru_CN5_hetero.xyz	native
X10-BARSOE_4d_Ru_CN5_hetero.xyz	native
X10-BASCUW_4d_Ru_CN5_hetero.xyz	native
X10-BASNER_4d_Ru_CN3_hetero.xyz	embed-grip
X10-BATMOZ_4d_Ru_CN5_hetero.xyz	native
X10-BATTAU_3d_Cu_CN3_hetero.xyz	native
X10-BATWEB_3d_Cu_CN3_hetero.xyz	native
X10-BATZUR_5d_Ir_CN5_hetero.xyz	native
X10-BAVHOV_5d_Pt_CN5_hetero.xyz	native
X10-BAVHOW_3d_Fe_CN1_homo.xyz	embed-failed
X10-BAVKAM_4d_Ru_CN5_hetero.xyz	native
X10-BAVKIW_5d_Pt_CN3_hetero.xyz	native
X10-BAVNOD_3d_Mn_CN4_hetero.xyz	native
X10-BAVRAS_4d_Cd_CN5_hetero.xyz	native
X10-BAWDEJ_4d_Pd_CN3_hetero.xyz	native
X10-BAWGAJ_5d_Pt_CN2_hetero.xyz	native
X10-BAWKIW_3d_Fe_CN3_hetero.xyz	native
X10-BAWKUI_3d_Fe_CN5_hetero.xyz	native
X10-BAWRUM_4d_Rh_CN3_hetero.xyz	native
X10-BAWSOH_3d_Fe_CN4_hetero.xyz	native
X10-BAWYIH_5d_W_CN3_hetero.xyz	native
X10-BAXBEK_3d_Cu_CN3_homo.xyz	native
X10-BAXCAE_3d_Ni_CN1_homo.xyz	native
X10-BAXCOS_5d_Hf_CN4_homo.xyz	native
X10-BAXDIP_4d_Mo_CN4_hetero.xyz	native
X10-BAXJIT_5d_Re_CN5_hetero.xyz	native
