[Cl][Rh-5]123([Cl])<-[C+]4=[C+]->1CC[C+]->2=[C+]->3CC4	native	2
O=C1CC[NH2+][Pt-3]2([Cl])([C+]=[C+]2)[O]1	native	4
O=C1[O][Ti-3]23([F])([F])([O][O]2)[O]C(=O)C2=[N+]3C1=CC=C2	native	10
CN(C)[P]([O][Mo]1([O-])([C]#N)([C]#N)([C]#N)[O][O]1)(N(C)C)N(C)C	embed-failed	0
N#[C][Cd-6]12345([C]#N)[O+]6CC[O+]1CC[O+]2CC[O+]3CC[O+]4CC[O+]5CC6	embed-failed	0
[Cl][Pd-2]123([Cl])[NH+]4CCC[NH+]1CC[NH+]2CCC[NH+]3CC4	embed-grip	16
CC1=CC=[N+]([Ag-][N+]2=C(C)C=C(C)N=C2N)C(N)=N1	native	1
[O-]C1=[O+][Co-3]234([O+]=C(O)C1)[NH+]1CC[NH+]2CC[NH+]3CC[NH+]4CC1	embed-grip	16
CC(C)[P+]1(C(C)C)CC[N+](C)(C)[Ni-2]1([F])[C]1=NC(F)=C(F)C=C1F	embed-grip	16
CO[P]1(OC)[S][Co-]2([Cl])(<-[S-]1)[S]P(OC)(OC)=[S+]2	embed-grip	16
C[P+]1(C)CC[P+](C)(C)[Fe-4]123([S]CC[S]2)[P+](C)(C)CC[P+]3(C)C	embed-grip	16
N#[C][Fe-4]1([C]#N)([C]#N)([C]#N)[NH+]=C2C=CC=CC2=[NH+]1	embed-failed	0
C1=C[C]2[S][Re-3]34([O+]=C2C=C1)([O+]=C1C=CC=C[C]1[S]3)[O+]=C1C=CC=C[C]1[S]4	embed-grip	16
C[N+]12CC[NH+](CC1)[Rh-5]2134<-[C+]2=[C+]->1CC[C+]->3=[C+]->4CC2	embed-failed	0
CC1=CC(C)=NN1CN1N=[N+]([W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+])C2=CC=CC=C21	embed-grip	16
[F][W-2]([F])([F])([F])([F])([F])([N+]1=CC=CC=C1)[N+]1=CC=CC=C1	native	6
C[P+]1(C)C2=CC=CC=C2[P+](C)(C)[Ni-3]12([Cl])([Cl])[P+](C)(C)C1=CC=CC=C1[P+]2(C)C	embed-grip	16
O=C1C2=CC=CC=[N+]2[Rh-3]2([OH2+])([Cl])([N]1C1=CC=C(Cl)C=C1)[N](C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=[N+]12	embed-grip	16
C1C[S+]2CC[S+]3CC[S+]1[Pd-4]2314[S+]2CC[S+]1CC[S+]4CC2	embed-grip	16
[CH3][Sn]([CH3])([CH3])[Ir]123456([C]7=[C]1C1CC7[C]2=[C]13)[C]1=[C]4C2CC1[C]5=[C]26	embed-failed	0
CC(C)(C)C1=CC(C(C)(C)C)=[C]([Hg][C]2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2C(C)(C)C)C(C(C)(C)C)=C1	native	1
CC1=NNC2=[S+][Fe-4]3([OH2+])([OH2+])([NH2+]N12)[NH2+]N1C(C)=NNC1=[S+]3	embed-grip	16
CC(C)(C)O[Si](OC(C)(C)C)(OC(C)(C)C)[O][W+]([O-])([O][Si](OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C)([O][Si](OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C)[O][Si](OC(C)(C)C)(OC(C)(C)C)OC(C)(C)C	native	3
CCO[P+](OCC)(OCC)[W-7]1([C]#[O+])([C]#[O+])([C]#[O+])(<-[C+](C(=O)OC)=[C+]->1C(=O)OC)[P+](OC)(OC)OC	embed-grip	16
O=C1[O][Ir-3]2([Cl])([Cl])([O]C1=O)[O]C(=O)C(=O)[O]2	embed-grip	16
CC(C)[P+]1(C(C)C)CC[P+](C(C)C)(C(C)C)[Ni-2]1([CH3])[F]	embed-grip	16
CC[P+](CC)(CC)[Hg-2]([Cl])([Cl])[P+](CC)(CC)CC	native	1
[O+]#[C][Fe-5]([C]#[O+])([C]#[O+])([C]#[O+])[S+]1CCCSC1	embed-failed	0
NC1=NC=CC=[N+]1[Cd-4]([OH2+])([OH2+])([OH2+])([OH2+])[N+]1=CC=CN=C1N	native	1
CC1=CC(C)=NC2=[N+]([Cd-4]([OH2+])([OH2+])([N]=C=S)([N]=C=S)[N+]3=C4N=C(C)C=C(C)N4N=C3)C=NN12	native	6
[F][W-2]([F])([F])([F])([F])([N+]1=CC=CC=C1)[N+]1=CC=CC=C1	native	4
[Cl][Au-][C](=C1C2=CC=CC=C2C2=CC=CC=C21)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	embed-grip	16
CC1=[N+]2CC[N+]34CC[NH2+][Fe-3]23([NH2+]CC4)[S]C1(C)C	embed-grip	16
C[P+](C)(C)[IrH2-3]([Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C)(C)C)[P+](C)(C)C	embed-grip	16
C[S+](C)(=O)[Ru-7]12345([Cl])([Cl])<-[C+]6(C[NH3+])[C+]1[C+]2[C+]3[C+]4[C+]65	embed-grip	4
O=[N+]1[O][Cd-6]23([OH2+])([N+]45CC[NH+](CC4)CC5)([O]1)([O][N+](=O)[O]2)[O][N+](=O)[O]3	embed-grip	16
[F][Ta-3]([F])([F])([F])([F])([F])([F])[F]	native	1
N#[N+][Ru-4]12([N]=[N+]=[N-])([NH2+]CC[NH2+]1)[NH2+]CC[NH2+]2	embed-failed	0
O=C1C[N+]23CC[N+]45CC(=O)[O][Hf-5]2467([OH2+])([O]1)([O]C(=O)C5)[O]C(=O)C[N+]6(CC3)CC(=O)[O]7	embed-failed	0
CC[S+](CC)[Pt-2]([Cl])([Cl])[S+](CC)CC	native	2
NC1=[NH+][Ag-]23[NH+]=C(N)NC(N)=[N+]2CC[N+]3=C(N)N1	embed-grip	16
CC[P+](CC)(CC)[Mo-4]1([C]#[O+])([C]#[O+])([P+](CC)(CC)CC)[O]C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2[O]1	embed-grip	16
C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[TcH3-4]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	embed-failed	0
O=C1C2=CC=CC=C2S(=O)(=O)[N]1[Zn-4]([OH2+])([OH2+])([OH2+])([OH2+])[N]1C(=O)C2=CC=CC=C2S1(=O)=O	native	2
C[P+](C)(C1=CC=CC=C1)[Ir-3]([Cl])([Cl])([Cl])([P+](C)(C)C1=CC=CC=C1)[P+](C)(C)C1=CC=CC=C1	native	1
[O-][Mo+]1([O-])([O-])[S]C2=C(Cl)C=CC(Cl)=C2[S]1	native	1
O=[N][Re-2]([Br])([Br])([Br])([N+]1=CC=CN1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	native	4
C[S+](C)(=O)[Ru-3]([Cl])([Cl])([Cl])([Cl])[S+](C)(C)=O	embed-grip	16
C[OH+][V-2]([O-])([Cl])([Cl])([OH+]C)[OH+]C	native	3
C[N](C)[Ta]1([N](C)C)([N](C)C)[CH2][Si](C)(C)[N]1[Si](C)(C)C	embed-grip	16
N#[C][Re-2]([OH2+])([C]#N)([C]#N)([C]#N)[N]=O	embed-failed	0
C1=C[C+]23->[Cr-12]456789%10%11%12(<-[C+]2(C=C1)[C+]4[C+]5[C+]6[C+]37)[C+]1[C+]8[C+]9[C+]%10[C+]%11[C+]1%12	embed-failed	0
CC(=O)N1CN2CN(C(C)=O)C[P+]([W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+])(C2)C1	embed-grip	16
CC(C)(C)OC[CH2][TaH]([O][Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)([O][Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C)[O][Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C	native	4
[O+]#[C+]->[Mo-8]123456(<-[C+]#[O+])(<-[C+]#[O+])<-[C+]7=[C+]->1[C+]->2=[C+]->3[CH]4[C+]->5=[C+]->67	embed-failed	0
O=[N+]([O-])[O][Cd-4]([O][N+](=O)[O-])([S+]=C1CCCCCN1)([S+]=C1CCCCCN1)([S+]=C1CCCCCN1)[S+]=C1CCCCCN1	native	2
C1=CC=C2[O][Ni-2]34[O]C5=CC=CC=C5C=[N+]3CC[N+]4=CC2=C1	embed-grip	16
[Cl][Ir-8]123456(<-[C+](=[C+]1)[C+]->2=[C+]3)<-[C+](=[C+]4)[C+]->5=[C+]6	embed-grip	2
C[S+]1CC2(C)C[S+](C)[Mn-5]1([C]#[O+])([C]#[O+])([C]#[O+])[S+](C)C2	embed-failed	0
[I][Cd-6]12345([I])[NH+]6CC[O+]1CC[O+]2CC[NH+]3CC[O+]4CC[O+]5CC6	embed-failed	0
C[N+]1(C)[BH-]2[H+][Y-10]3456789([O+]%10CCCC%10)([H+]2)([H+][BH-]1[H+]3)([H+][BH-]([H+]4)[N+](C)(C)[BH-]([H+]5)[H+]6)[H+][BH-]([H+]7)[N+](C)(C)[BH-]([H+]8)[H+]9	embed-failed	0
[O+]#[C][Cr-6]12([C]#[O+])([C]#[O+])[NH2+]CC[NH+]1CC[NH2+]2	embed-failed	0
CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)[C+]2[Ir-3]([C]#[O+])([C]#[O+])[O][Si](C)(C)C)C(C)=C1	embed-grip	16
C[N+]1=CC=CC=C1N=C1C2=CC=CC=C2C(=NC2=CC=CC=[N+]2C)[N]1[Cu-2]([I])[I]	embed-grip	16
[O+]#[C][IrH-3]([OH2+])([Cl])([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	embed-grip	16
[O+]#[C][W-4]1234([C]#[O+])([Se][As]5[Se][As]1[As]2[Se]5)[Se][As]1[Se][As]3[As]4[Se]1	embed-failed	0
[OH2+][Y-6]123456([Cl])[OH+]CC[O+]1CC[O+]2CC[O+]3CC[O+]4CC[O+]5CC[OH+]6	embed-failed	0
CCOP(=S)(N[NH2+][Ni-4]([Br])([Br])([NH2+]NP(=S)(OCC)OCC)([NH2+]NP(=S)(OCC)OCC)[NH2+]NP(=S)(OCC)OCC)OCC	embed-grip	2
CN=[NH+][W-4]([C]#[O+])([C]#[O+])([N]=O)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	embed-grip	16
C[P+](C)(C)[Mo-10]123456(<-[C+](=[C+]1)[C+]->2=[C+]3)(<-[C+](=[C+]4)[C+]->5=[C+]6)[P+](C)(C)C	embed-grip	16
[Br][Ru-7]123456([Br])<-[C+]7(CN8C9=CC=CC=C9N(CC9CCC9)[C+]81)[C+]2[C+]3[C+]4[C+]5[C+]76	embed-failed	0
CN(C)C1=CC=C([N+]2=NC3=CC=CC=[N+]3[Os-7]234567([Cl])<-[C+]2(C8=CC=CC=C8)[C+]3[C+]4[C+]5[C+]6[C+]27)C=C1	embed-grip	16
O=C1[O][Cr-3]23([O]C1=O)([O]C(=O)C(=O)[O]2)[O]C(=O)C(=O)[O]3	native	1
CC(C)[C+]12->[Ru-7]34567([I])(<-[C+](C)([C+]3[C+]14)[C+]5[C+]26)[O]C1=C2C(=C(Br)C=C1Br)C=CC=[N+]27	embed-grip	16
CC1=CC2=[N+](N1C)[Mn-2]1([Cl])([Cl])([N]3N=C(C)C=C23)[N]2N=C(C)C=C2C2=[N+]1N(C)C(C)=C2	embed-grip	16
