id	smiles	n_atoms	n_frames
ex_0136	[I][Pt-2]([I])([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	71	26
ex_0137	C1=CC=[N+]2C(=C1)C1=NN=N[N]1[Cu-4]213([N]2N=NN=C2C2=CC=CC=[N+]21)[N+]1=CC=CC2=CC=C4C=CC=[N+]3C4=C21	53	8
ex_0138	CSCCC[B-]12[N+]3=CC=C[N]3[Fe-4]34([N]5C=CC=[N+]51)([N]1C=CC=[N+]12)[N]1C=CC=[N+]1[B-](CCCSC)([N+]1=CC=C[N]13)[N+]1=CC=C[N]14	79	7
ex_0139	CC1=CC(C(F)(F)F)=NC2=[S+][Cd-4]34([S+]=C5N=C(C(F)(F)F)C=C(C)[N]53)([N]12)[N+]1=CC=CC=C1C1=CC=CC=[N+]14	53	31
ex_0140	C[N+]1(C)CC[N+](C)(C)[Co-2]1([Se][Si](C)(C)C)[Se][Si](C)(C)C	53	18
ex_0141	C1=CC=[N+]2C(=C1)CC[N+]13CCC[NH2+][Ni-4]2145[OH+]CC1=[N+]4C(=CC=C1)C[NH+]5CCC3	58	5
ex_0142	CCN1C(=O)SC2=C1[Se][Au-]1([Se]2)[Se]C2=C([Se]1)N(CC)C(=O)S2	31	8
ex_0143	C1=CC=C2[O][Zn-3]345[NH2+]CC[N+]3(CC[N+]4=CC2=C1)CC1=CC=CC=[N+]15	44	4
ex_0144	CN(C)C(=[O+][Ta-]([Br])([Br])([Br])([Br])[O+]=C(N(C)C)N(C)C)N(C)C	45	36
ex_0145	CC1=C(C)[Se]C(=C2SC3=[S+][Ni-4]4([S+]=C3S2)[S+]=C2SC(=C3[Se]C(C)=C(C)[Se]3)[S-]C2=[S+]4)[Se]1	41	8
ex_0146	CC1=[NH+][Fe-4]234([NH+]=C1C)[N+]1=C(C)C(C)=[N+]2O[B-](F)(F)O[N+]3=C(C)C(C)=[N+]4O[B-](F)(F)O1	49	12
ex_0147	O=C1C2=CC=CC=C2S(=O)(=O)[N]1[Hg-3]12([N+]3=CC=CC4=CC=C5C=CC=[N+]1C5=C43)[N+]1=CC=CC3=CC=C4C=CC=[N+]2C4=C31	61	16
ex_0148	[Cl][Ni-2]12[N](C3=CC=CC4=CC=C[N+]1=C43)C1=C3C(=CC=C1)C=CC=[N+]32	35	4
ex_0149	[Br][W-2]1([Br])([Br])([Br])[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[P+]1(C1=CC=CC=C1)C1=CC=CC=C1	57	6
ex_0150	S=C=[N][Ni-4]([N]=C=S)([N+]1=CC=CN1)([N+]1=CC=CN1)([N+]1=CC=CN1)[N+]1=CC=CN1	43	17
ex_0151	S=[As]1([S-])[S][Mn-4]23([S]1)([N+]1=CC=CC4=CC=C5C=CC=[N+]2C5=C41)[N+]1=CC=CC2=CC=C4C=CC=[N+]3C4=C21	50	3
ex_0152	[Br][Co]([Br])([Br])[N]=C=C([As](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	75	31
ex_0153	CC1=CC=CC(C)=C1[N+]#[C][Cu-3]([C]#[N+]C1=C(C)C=CC=C1C)([C]#[N+]C1=C(C)C=CC=C1C)[N]=C=S	61	44
ex_0154	O=C1C(=O)[N]2C3=CC=CC=C3C(C3=CC=CC=C3)=[N+]3CC[N+]4=C(C5=CC=CC=C5)C5=CC=CC=C5[N]1[Cu-2]243	59	52
ex_0155	C1=CC=C([As+]([Au-][As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	69	7
ex_0156	CCCN1C(=S)SC2=C1[Se][Au-]1([Se]2)[Se]C2=C([Se]1)N(CCC)C(=S)S2	37	8
ex_0157	CC(C)[N+]1=P(C(C)(C)C)(C(C)(C)C)[Te][Mn-2]12[Te]P(C(C)(C)C)(C(C)(C)C)=[N+]2C(C)C	79	1
ex_0158	CC[N+]1(CC)CC[N+]2=C(C)C3=CC=C4C=CC=CC4=C3[O][Cu-2]21[N]=[N+]=[N-]	48	13
ex_0159	CC(C)(C)[P+]([Se]C1=CC=CC=N1)([Au-][Cl])C(C)(C)C	40	4
ex_0160	CC1=[N+]([O])[Co-4]2([N]=[N+]=[N-])([N]=[N+]=[N-])([N+]([O-])=C(C)C(C)=[N+]2O)[N+](O)=C1C	37	6
ex_0161	C1=CC=C2[NH2+][Cd-4]3456[NH2+]C7=CC=CC=C7C[N+]37CC[N+]4(CC[N+]5(CC7)CC3=CC=CC=C3[NH2+]6)CC2=C1	70	2
ex_0162	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Au-][Cl]	68	12
ex_0163	C[N+]1=CC=C(C2=N[N]([Zn-2]([Br])([Br])[N]3N=NC(C4=CC=[N+](C)C=C4)=N3)N=N2)C=C1	41	18
ex_0164	C[N]1C2=CC=CC=C2C=[N+]2CC[N+]3=CC4=CC=CC=C4[N](C)[Cu-2]123	43	62
ex_0165	[Br][Cu-3]([N+]1=CNC=C1)([N+]1=CNC=C1)([N+]1=CNC=C1)[N+]1=CNC=C1	38	22
ex_0166	CC[N+]1(CC)CC[N+]2=CC3=CC([N+](=O)[O-])=CC=C3[O][Cu-2]21[O+]=CN(C)C	50	13
ex_0167	CN(C)C1=CC=[N+]([Cd-4]([N]C#[Se])([N]C#[Se])([O+]=S(C)C)([O+]=S(C)C)[N+]2=CC=C(N(C)C)C=C2)C=C1	67	62
ex_0168	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Cu-][I])C(C)=C1	50	14
ex_0169	C1=CC=C2C(=C1)C=[N+]1CCC[N+]3=CC4=CC=CC=C4[N]4CC[N]2[Cu-2]413	44	59
ex_0170	CCN1C=C[N+]([Cd-4]([Cl])([Cl])([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)[N+]2=CN(CC)C=C2)=C1	63	20
ex_0171	CNC1=N[N+]2=C(C)C(C)=[N+]3N=C(NC)[S][Zn-3]23([N+]2=CC=CC=C2)[S]1	42	6
ex_0172	CC1=CC(C)=C([N]2C(C)=CC(C)=[N+](C3=C(C)C=C(C)C=C3C)[Ni-]2[N](C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1	78	3
ex_0173	CN1C=CN(C)C1=[Se+][Cu-2]([I])[Se+]=C1N(C)C=CN1C	34	38
ex_0174	S=C=[N][Ni-4]([N]=C=S)([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)[N+]1=CC=C(C2=CC=CC=C2)N1	83	21
ex_0175	CCN1C=C[N+]([Zn-4]([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)[N+]2=CN(CC)C=C2)=C1	91	2
ex_0176	[Br][Mo-3]1([Br])([Br])([Br])[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[P+]1(C1=CC=CC=C1)C1=CC=CC=C1	57	8
ex_0177	CC1=CC=CC=C1[P+]([Au-][Se]C#N)(C1=CC=CC=C1C)C1=CC=CC=C1C	47	10
ex_0178	CCN1C=C[N+]([Ni-4]([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)([N+]2=CN(CC)C=C2)[N+]2=CN(CC)C=C2)=C1	91	2
ex_0179	COC1=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=C(N2C=CN(C3=C(C(C4=CC=CC=C4)C4=CC=CC=C4)C=C(OC)C=C3C(C3=CC=CC=C3)C3=CC=CC=C3)C2=[Se+][Au-][Cl])C(C(C2=CC=CC=C2)C2=CC=CC=C2)=C1	132	13
ex_0180	CC1=C(C)N(C2=C(C(C)C)C=CC=C2C(C)C)C(=[Se+][Au-][Cl])N1C1=C(C(C)C)C=CC=C1C(C)C	74	12
ex_0181	NC1=NC=[N+]([Cu-3]2([Cl])([Cl])[N+]3=CC=CC4=CC=C5C=CC=[N+]2C5=C43)C2=NC=NC=C12	41	9
ex_0182	CC1=CC(C)=C(C2=CC=C3C=CC4=C5C3=[N+]2[Cu-3]2([N+]3=C(C)C=CC6=CC=C7C=CC(C)=[N+]2C7=C63)[N+]5=C(C2=C(C)C=C(C)C=C2C)C=C4)C(C)=C1	89	2
ex_0183	CC1=C[N+]([O][Zn-4]([Br])([Br])[O][N+]2=CC=C([N+](=O)[O-])C(C)=C2)=CC=C1[N+](=O)[O-]	37	20
ex_0184	CC(C)N1C=C[N+]2=C1C[N+]13CC[N+]45CC[N+]6(CC1)CC1=[N+](C=CN1C(C)C)[Mn-4]2346[N+]1=C(C5)N(C(C)C)C=C1	82	6
ex_0185	NC(=O)C1=CC=[N+]([Ni-4]([N]=C=S)([N]=C=S)([N+]2=CC=C(C(N)=O)C=C2)([N+]2=CC=C(C(N)=O)C=C2)[N+]2=CC=C(C(N)=O)C=C2)C=C1	67	22
ex_0186	N#C[N]C#[N+][Cu-4]([N+]#C[N]C#N)([N+]1=CC=CC2=C1C1=NC=CC=C1C2=O)[N+]1=CC=CC2=C1C1=NC=CC=C1C2=O	51	1
ex_0187	CCN1C=[N+]([Cu-4]([N+]2=CN(CC)N=N2)([N+]2=CN(CC)N=N2)([N+]2=CN(CC)N=N2)([N+]2=CN(CC)N=N2)[N+]2=CN(CC)N=N2)N=N1	79	9
ex_0188	O=C(CC1=CC=CC=C1)[O][Cu-3]12([N+]3=CC=CC4=CC=C5C=CC=[N+]1C5=C43)[N+]1=CC=CC3=CC=C4C=CC=[N+]2C4=C31	62	16
ex_0189	CN1C=C[N+]([Cu-3]([OH2+])([O][N+](=O)[O-])([O][N+](=O)[O-])[N+]2=CN(C)C=C2)=C1	36	33
ex_0190	O=[N+]([O-])C1=CC=CC=[C]1[Au-][As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	48	7
ex_0191	[Cl][Ni-4]([Cl])([N+]1=CC=C(C2=CC=CC=C2)C=C1)([N+]1=CC=C(C2=CC=CC=C2)C=C1)([N+]1=CC=C(C2=CC=CC=C2)C=C1)[N+]1=CC=C(C2=CC=CC=C2)C=C1	87	20
ex_0192	CC1=C(C)N(C2=C(C(C)C)C=CC=C2C(C)C)C(=[Se+][Cu-][Cl])N1C1=C(C(C)C)C=CC=C1C(C)C	74	14
ex_0193	COC1=CC=C([N]2C(C)=CC(C)=[N+](C3=CC=C(OC)C=C3)[Zn-2]23[N](C2=CC=C(OC)C=C2)C(C)=CC(C)=[N+]3C2=CC=C(OC)C=C2)C=C1	89	1
ex_0194	[Br][Pt-2]([Br])([Br])[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	38	28
ex_0195	[Cl][Pt-2]([Cl])([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	71	25
ex_0196	[Cl][Zn-2]([N+]1=CC=C(C2CCCCC2)N1)([N+]1=CC=C(C2CCCCC2)N1)[N+]1=CC=C(C2CCCCC2)N1	77	11
ex_0197	C1=CC=[N+]([O][Cu-10]([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)[O][N+]2=CC=CC=C2)C=C1	73	18
ex_0198	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Cu-][Br])C(C)=C1	50	14
ex_0199	[N-]=[N+]=[N][Cu-3]12([N+]3=CC=CC=C3NC3=CC=CC=[N+]31)[N+]1=CC=CC=C1NC1=CC=CC=[N+]12	48	5
ex_0200	O=[N+]([O-])[O][Co-4]([O][N+](=O)[O-])([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)([N+]1=CC=C(C2=CC=CC=C2)N1)[N+]1=CC=C(C2=CC=CC=C2)N1	85	19
ex_0201	C1=CC=[C]([Sb]23([C]4=CC=CC=C4)[C]4=C5C(=CC=C4)C=CC=[C]5[Au]2[C]2=CC=CC4=CC=C[C]3=C42)C=C1	56	18
ex_0202	C1=CC=[N+]([O][Fe-10]([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)([O][N+]2=CC=CC=C2)[O][N+]2=CC=CC=C2)C=C1	73	18
ex_0203	C1=CC=C2CC3=[N+](C4=CC=CC=C4N3)[Zn-2]3([N]4C5=CC=CC=C5N=C4CC2=C1)[N]1C2=CC=CC=C2N=C1CC1=CC=CC=C1CC1=[N+]3C2=CC=CC=C2N1	87	3
ex_0204	O=C1C(=O)[N](C2=CC=C(Br)C=C2)[Zn-2]2([N]1C1=CC=C(Br)C=C1)[N](C1=CC=C(Br)C=C1)C(=O)C(=O)[N]2C1=CC=C(Br)C=C1	57	2
ex_0205	N#C[Se][Pd-2]1([Se]C#N)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[P+]1(C1=CC=CC=C1)C1=CC=CC=C1	59	13
ex_0206	CC1=CC=CC=[N+]1[Pt-2]([O][N+](=O)[O-])([O][N+](=O)[O-])[N+]1=CC=CC=C1C	37	23
ex_0207	CC1=C(C)[S][W-]2([Se]C(C)(C)C)([S]1)[S]C(C)=C(C)[S]2	39	18
ex_0208	O[N+]1=C(C2=CC=CC=C2)C[N+]23CCC[N+]4(CC2)CC(C2=CC=CC=C2)=[N+](O)[Cu-3]134[Cl]	55	5
ex_0209	O=C(NC1=C(Cl)C=CC=C1Cl)[N]1C2=CC=CC=C2[N](C(=O)NC2=C(Cl)C=CC=C2Cl)[Cu-2]12[N](C(=O)NC1=C(Cl)C=CC=C1Cl)C1=CC=CC=C1[N]2C(=O)NC1=C(Cl)C=CC=C1Cl	85	4
ex_0210	C1=CC=[N+]2C(=C1)C1=CC=CC=[N+]1[Os-4]213([NH+]=C2C4=CC=CC5=CC=C6C=CC=C(C2=[NH+]1)C6=C54)[N+]1=CC=CC=C1C1=CC=CC=[N+]13	69	22
ex_0211	C1=CC=C([Se][Ni]234[S]C5=CC=CC=C5[P-]2(C2=CC=CC=C2[S]3)C2=CC=CC=C2[S]4)C=C1	47	5
ex_0212	C1=CC=C2C(=C1)N=C1C3=CC=CC4=[N+]3[Ni-2]35([N]21)([N]1C2=CC=CC=C2N=C1C1=CC=CC(=[N+]13)C1=NC2=CC=CC=C2[N]15)[N]1C2=CC=CC=C2N=C41	71	4
ex_0213	CCN1C(=O)SC2=C1[Se][Au]1([Se]2)[Se]C2=C([Se]1)N(CC)C(=O)S2	31	8
ex_0214	CC(C)(C)C1=CC=[N+]2C(=C1)C1=CC(C(C)(C)C)=CC=[N+]1[Cu-2]2[Se]C(F)(F)F	50	6
ex_0215	[I][Au-2]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	70	13
ex_0216	[O+]#[C][Rh-3]1([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[O]N(C2=CC=CC=C2)N=[O+]1	52	33
ex_0217	C[Si](C)(C)[Se][Au-][P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	49	7
ex_0218	CC1=[N+]([Cu-2]([N+]2=C(C)NC=C2)([N+]2=C(C)NC=C2)[N+]2=C(C)NC=C2)C=CN1	49	11
ex_0219	CC1=CC(C)=C(N2C=CN(C3=C(C)C=C(C)C=C3C)C2=[Se+][Au-][Cl])C(C)=C1	50	8
ex_0220	FC1=CC=C(C2=N[N](C3=CC=CC=C3)[Fe-2]3([N](C4=CC=CC=C4)N=C(C4=CC=C(F)C=C4)N=[N+]3C3=CC=CC=C3)[N+](C3=CC=CC=C3)=N2)C=C1	77	2
ex_0221	CC1=CC=[N+]([Ni-4]([N]=[N+]=[N-])([N]=[N+]=[N-])([N+]2=CC=C(C)N2)([N+]2=CC=C(C)N2)[N+]2=CC=C(C)N2)N1	55	13
ex_0222	CC1=CC=C([Te][Zn-2]2([Te]C3=CC=C(C)C=C3)[N+](C)(C)CC[N+]2(C)C)C=C1	55	9
ex_0223	CC1=[N+]2C3=CC=CC=C3[Se+](C)[Cu-3]23[N+](=C1C)C1=CC=CC=C1[Se+]3C	43	1
ex_0224	[Cl][Au][Se][P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	37	7
ex_0225	C[As+](C)(C1=CC=CC=C1)[Ru-3]([Br])([Br])([Br])([As+](C)(C)C1=CC=CC=C1)[As+](C)(C)C1=CC=CC=C1	64	10
ex_0226	[Se-][Mo-]12([S]C(C3=CC=CC=C3)=C(C3=CC=CC=C3)[S]1)[S]C(C1=CC=CC=C1)=C(C1=CC=CC=C1)[S]2	54	16
ex_0227	O=C([O][Cu-4]([O]C(=O)C1=CC=CO1)([N+]1=CC=CN1)([N+]1=CC=CN1)([N+]1=CC=CN1)[N+]1=CC=CN1)C1=CC=CO1	59	22
ex_0228	CC1=CC(C)=C(C2=CC=CC3=[N+]2[Cu-3]2([N+]4=C5C=CC=CC5=CC=C4C4=[N+]2C2=CC=CC=C2C=C4)[N+]2=C(C4=C(C)C=C(C)C=C4C)C=CC=C32)C(C)=C1	91	3
ex_0229	CCN1C(=[Se])SC2=C1[S][Ni]1([S]2)[S]C2=C([S]1)N(CC)C(=[Se])S2	31	8
ex_0230	C1=[N+]([Fe-4]([N+]2=CN(C3CC3)N=N2)([N+]2=CN(C3CC3)N=N2)([N+]2=CN(C3CC3)N=N2)([N+]2=CN(C3CC3)N=N2)[N+]2=CN(C3CC3)N=N2)N=NN1C1CC1	85	11
ex_0231	CC(C)P(=[Se+][Au-]([Cl])([Cl])[Cl])(C(C)C)C(C)(C)C	39	14
ex_0232	N#C[S][Hg-]([S]C#N)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	41	19
ex_0233	CC(C)(C)C1=CC=[N+]([Mn-4]([N]=[N+]=[N-])([N]=[N+]=[N-])([N+]2=CC=C(C(C)(C)C)N2)([N+]2=CC=C(C(C)(C)C)N2)[N+]2=CC=C(C(C)(C)C)N2)N1	91	26
ex_0234	CC1=C(Br)C=[N+]([Ni-4]([Cl])([Cl])([N+]2=CC(Br)=C(C)N2)([N+]2=CC(Br)=C(C)N2)[N+]2=CC(Br)=C(C)N2)N1	51	7
ex_0235	CC(=O)C1=C[N]2CC[N+]3=C(C)C(C(C)=O)=C[N]4CC[N+](=C1C)[Ni-2]423	45	6
ex_0236	CC1=CC=[N+]([Ni-2]2[N](C3=C(C)C=CC=C3C)C(C)=CC(C)=[N+]2C2=C(C)C=CC=C2C)C(C)=C1	66	4
ex_0237	C[P](C)([Se][Au][P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1	56	7
ex_0238	CC1=C(Br)C=[N+]([Co-4]([Cl])([Cl])([N+]2=CC(Br)=C(C)N2)([N+]2=CC(Br)=C(C)N2)[N+]2=CC(Br)=C(C)N2)N1	51	4
ex_0239	CC(C)[N](C(C)C)[Cr+2]([N-2])([Se]C1=CC=CC=C1)[N](C(C)C)C(C)C	56	13
ex_0240	[Cl][Au-][As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC2=CC=CN=C21	41	10
ex_0241	CC1=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=C(N2C=CN(C3=C(C(C4=CC=CC=C4)C4=CC=CC=C4)C=C(C)C=C3C(C3=CC=CC=C3)C3=CC=CC=C3)C2=[Se+][Au-][Cl])C(C(C2=CC=CC=C2)C2=CC=CC=C2)=C1	130	14
ex_0242	[H+]1[B-]2([H+][Zr-4]1345([H+][B-]1([H+]3)C3CCCC1CCC3)([H+][B-]1([H+]4)C3CCCC1CCC3)[H+][B-]1([H+]5)C3CCCC1CCC3)C1CCCC2CCC1	101	13
ex_0243	[Cl][Au-][As+](C1=CC=CC2=CC=CC=C21)(C1=CC=CC2=CC=CC=C21)C1=CC=CC2=CC=CC=C21	54	13
ex_0244	CC1=CC=[N+]([Pt-2]([N+]2=C(C)C=CN2)([N+]2=C(C)C=CN2)[N+]2=C(C)C=CN2)N1	49	5
ex_0245	[Cl][Au-][Se+]=C1N(C2CCCCC2)C=CN1C1CCCCC1	44	9
ex_0246	CCCN1C(=[Se])SC2=C1[S][Au-]1([S]2)[S]C2=C([S]1)N(CCC)C(=[Se])S2	37	8
ex_0247	CC1=C(C)[S][W-]2([Se]C34CC5CC(CC(C5)C3)C4)([S]1)[S]C(C)=C(C)[S]2	51	23
ex_0248	C1=CC=C([P]([Se][Au+][Se][P](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	71	8
ex_0249	[Cl][Cr-3]12([Cl])([Cl])[N+]3(CC(Br)CBr)C[N+]1(CC(Br)CBr)C[N+]2(CC(Br)CBr)C3	46	5
ex_0250	[Cl][Pd-2]1([Cl])[As+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[As+]1(C1=CC=CC=C1)C1=CC=CC=C1	55	1
ex_0251	CC(C)(C)C1=C(Br)C=[N+]([Co-4]([Cl])([Cl])([N+]2=CC(Br)=C(C(C)(C)C)N2)([N+]2=CC(Br)=C(C(C)(C)C)N2)[N+]2=CC(Br)=C(C(C)(C)C)N2)N1	87	20
ex_0252	[Cl][Au-][As+]1(C2=CC=CC=C2)C2=CC=CC=C2OCCOCCOCCOC2=CC=CC=C21	56	4
ex_0253	C1=CC=C([P+]([Au-][Se]C2=NC=CC=N2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	45	7
ex_0254	FC(F)(F)C1=C(C(F)(F)F)[Se][Mo]23([Se]1)([Se]C(C(F)(F)F)=C(C(F)(F)F)[Se]2)[Se]C(C(F)(F)F)=C(C(F)(F)F)[Se]3	37	16
ex_0255	C1=CC=C2[Se][V-2]34([Se]C2=C1)([Se]C1=CC=CC=C1[Se]3)[Se]C1=CC=CC=C1[Se]4	37	16
ex_0256	CC1=C(Br)C=CC=[N+]1[Cu-2]([Br])([Br])[N+]1=CC=CC(Br)=C1C	31	8
ex_0257	[O+]#[C][Rh-4]([Cl])([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	106	9
ex_0258	C[N]1C2=CC=CC=C2N=[N+]2C3=CC=CC=C3[N+]3=CC4=CC=CC=C4[O][Cu-2]132	42	52
ex_0259	CC(C)P(=[Se+][Cu-2]([Br])[Se+]=P(C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C	66	20
ex_0260	O=[N+]([O-])[O][Cu-3]([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	107	3
ex_0261	CC(C)(C)C1=C(Br)C=[N+]([Co-4]([Cl])([Cl])([N+]2=CC(Br)=C(C(C)(C)C)N2)([N+]2=CC(Br)=C(C(C)(C)C)N2)[N+]2=CC(Br)=C(C(C)(C)C)N2)N1	87	20
ex_0262	C[N+]12CC3=CC=CC=[N+]3[Ni-4]134([N+]1=CC=CC=C1C2)[N+]1=CC=CC=C1C[N+]3(C)CC1=CC=CC=[N+]14	63	3
ex_0263	CC1=CC(C)=CC([N]2C=C(C=O)C=[N+](C3=CC(C)=CC(C)=C3)[Co-2]23[N](C2=CC(C)=CC(C)=C2)C=C(C=O)C=[N+]3C2=CC(C)=CC(C)=C2)=C1	89	2
ex_0264	CC(C)CN1C=[N+]([Ni-4]([N]=C=S)([N]=C=S)([N+]2=CN(CC(C)C)N=C2)([N+]2=CN(CC(C)C)N=C2)[N+]2=CN(CC(C)C)N=C2)C=N1	87	11
ex_0265	CC1(C)C2=CC3=[N+]4C(=NC5=C6C=CC=CC6=NC6=[N+]5[Ni-3]45[N]2C(=NC2=[N+]5C6=NC4=CC=CC=C42)C1(C)C)C(C)(C)C3(C)C	75	5
ex_0266	C1=CC=C(C2=[N+]3C(=CN2)C=[N+]2CCN4CC[N+]5=CC6=CNC(C7=CC=CC=C7)=[N+]6[Mn-4]2536[N+](=CC2=CNC(C3=CC=CC=C3)=[N+]26)CC4)C=C1	83	2
ex_0267	C[As](C)(C)=[O+][Y-3]([O+]=[As](C)(C)C)([O+]=[As](C)(C)C)([O+]=[As](C)(C)C)([O+]=[As](C)(C)C)[O+]=[As](C)(C)C	85	19
ex_0268	C[N+]12CC3=CC=C[N]3[Zr-2]134([N]1C=CC=C1C2)[N]1C=CC=C1C[N+]3(C)CC1=CC=C[N]14	55	7
ex_0269	CN1C=C[N+]([Cu-4]([O]S(=O)(=O)C2=CC=CC=C2)([O]S(=O)(=O)C2=CC=CC=C2)([N+]2=CN(C)C=C2)([N+]2=CN(C)C=C2)[N+]2=CN(C)C=C2)=C1	79	22
ex_0270	[O+]#[C][Ir-4]([Cl])([Cl])([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[Te+](Cl)(Cl)Cl	77	1
ex_0271	COC(=O)C1=C(C(=O)OC)[Se][W-]2([Se-])([Se]1)[Se]C(C(=O)OC)=C(C(=O)OC)[Se]2	38	17
ex_0272	S=C=[N][Ni-4]12([N]=C=S)([N]=C=S)[N+]3=CC=CN3C(N3C=CC=[N+]31)N1C=CC=[N+]12	36	3
ex_0273	CC1=CC(C(C2=CC=CC=C2)C2=CC=CC=C2)=C(N2C=CN(C3=C(C(C4=CC=CC=C4)C4=CC=CC=C4)C=C(C)C=C3C(C3=CC=CC=C3)C3=CC=CC=C3)C2=[Se+][Cu-][Cl])C(C(C2=CC=CC=C2)C2=CC=CC=C2)=C1	130	14
ex_0274	CC1=CC(C)=C(C2=CC=CC(C3=C(C)C=C(C)C=C3C)=C2[Se][Zn][Se]C2=C(C3=C(C)C=C(C)C=C3C)C=CC=C2C2=C(C)C=C(C)C=C2C)C(C)=C1	101	16
ex_0275	C1=CC=C([P+]2(C3=CC=CC=C3)CC[P+](C3=CC=CC=C3)(C3=CC=CC=C3)[Pt-2]23[Se][Se][Se][Se]3)C=C1	57	1
ex_0276	CC[P+](CC)(CC)[Pt-2]([Cl])([Se]C1=CC=NC=C1)[P+](CC)(CC)CC	57	12
ex_0277	C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pt-2]2([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[Se]C[Se]2)C=C1	74	2
ex_0278	CC(C)CN1C=[N+]([Ni-4]([N+]2=CN(CC(C)C)N=N2)([N+]2=CN(CC(C)C)N=N2)([N+]2=CN(CC(C)C)N=N2)([N+]2=CN(CC(C)C)N=N2)[N+]2=CN(CC(C)C)N=N2)N=N1	115	10
ex_0279	C1=CC=C2[Se][Ti-2]34([Se]C2=C1)([Se]C1=CC=CC=C1[Se]3)[Se]C1=CC=CC=C1[Se]4	37	16
