id	smiles	n_atoms	n_frames
ex_0413	C[N+](C)(C)C1=CC=C([S][Hg-2]2([S]C3=CC=C([N+](C)(C)C)C=C3)[O]C(=O)C[N+]2(C)CC(=O)[O-])C=C1	66	2
ex_0414	CCN1C(C)=C(C)[N+](CC)=C1C1=[N+](C2=CC=C(C(C)C)C=C2)[Zn-2]([N]([Si](C)(C)C)[Si](C)(C)C)([N]([Si](C)(C)C)[Si](C)(C)C)[N]1C1=CC=C(C(C)C)C=C1	125	6
ex_0415	N#[C][Ag-3]([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	105	6
ex_0416	CC1=CC=C(C(=O)[Se][Hg-]([Se]C(=O)C2=CC=C(C)C=C2)[Se]C(=O)C2=CC=C(C)C=C2)C=C1	52	20
ex_0417	O=C1[O][Ru-4]23([N+]4=CC=CC=C14)([N+]1=CC=CC=C1C1=CC=CC=[N+]12)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)CC[P+]3(C1=CC=CC=C1)C1=CC=CC=C1	86	4
ex_0418	CN1C2=CC=CC=C2NC1=[Se+][Zn-2]([Cl])([Cl])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0419	CC1=CC=C(NC2=CC=C([N+]3=NC4=CC=CC=[N+]4[Rh-3]345([Cl])[N](C3=CC=C(C)C=C3)C3=CC=CC=C3[N+]4=NC3=CC=CC=[N+]35)C=C2)C=C1	77	14
ex_0420	CC1=[O+][Co-3]23([O+]=C(C)C(C(=O)C4=CC=CC=C4)=[N+]2[O-])([O+]=C(C)C(C(=O)C2=CC=CC=C2)=[N+]3[O-])[N+]([O-])=C1C(=O)C1=CC=CC=C1	67	24
ex_0421	CC1C2=C3C=CC=CC3=CC=[C]2[Pt-2]2([N+]1(C)C)[S+](C)(=O)CC[As+]2(C1=CC=CC=C1)C1=CC=CC=C1	67	3
ex_0422	CC1=[N+]2C(=CN1)C=[N+](CCC1=CC=CC=N1)[Fe-4]213([N+](CCC2=CC=CC=N2)=CC2=CNC(C)=[N+]21)[N+](CCC1=CC=CC=N1)=CC1=CNC(C)=[N+]13	91	5
ex_0423	C[Si](C)(C)[Si]([Te][V]([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C	165	1
ex_0424	CN1C2=CC=CC=C2NC1=[Se+][Hg-2]([Cl])([Cl])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0425	C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ag-3]([Se]C2=CC=NC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	114	3
ex_0426	[O-][Re]([Se]C1=CC=CC=C1)([Se]C1=CC=CC=C1)([Se]C1=CC=CC=C1)[Se]C1=CC=CC=C1	50	22
ex_0427	CN1C2=CC=CC=C2NC1=[Se+][Zn-2]([Br])([Br])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0428	C[N+]1=N[N]2C3=CC=CC=C3[S+]3CCC[S+]4C5=CC=CC=C5[N]5N=[N+](C)[O][Mn-4]2534[O]1	48	1
ex_0429	S=[As]1([S-])[S][Mn-4]23([S]1)([N+]1=CC=CC4=CC=C5C=CC=[N+]2C5=C41)[N+]1=CC=CC2=CC=C4C=CC=[N+]3C4=C21	50	3
ex_0430	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Cu-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0431	[O-][Tc]([Se]C1=CC=CC=C1)([Se]C1=CC=CC=C1)([Se]C1=CC=CC=C1)[Se]C1=CC=CC=C1	50	22
ex_0432	C[Si](C)(C)C1=CC=CN=C1[S][Mo-]([Br])([Br])([Br])([Br])[S]C1=NC=CC=C1[Si](C)(C)C	51	24
ex_0433	CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Ag-][Se+]=C1N(C2=C(C(C)C)C=CC=C2C(C)C)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	133	17
ex_0434	CC1=CC(C)=[N+](CC2=CC=CC=C2)[Zn-2]2([N]1CC1=CC=CC=C1)[N](CC1=CC=CC=C1)C(C)=CC(C)=[N+]2CC1=CC=CC=C1	85	2
ex_0435	CC1=C(C)[S][W-]2([Se]C3=CC=CC=C3)([Se]C3=CC=CC=C3)([S]1)[S]C(C)=C(C)[S]2	49	24
ex_0436	CN1C2=CC=CC=C2NC1=[Se+][Cd-2]([Cl])([Cl])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0437	CC(C)N1CCNC1=[Se+][Pt-2]([Se+]=C1NCCN1C(C)C)([Se+]=C1NCCN1C(C)C)[Se+]=C1NCCN1C(C)C	85	18
ex_0438	COC1=CC=C([Te+](CCO)[Pd-2]([Cl])([Cl])[Te+](CCO)C2=CC=C(OC)C=C2)C=C1	51	31
ex_0439	C[Si](C)(C)[N]([Si](C)(C)C)[Mn-2]1([N]([Si](C)(C)C)[Si](C)(C)C)[N+]2=CC=CC=C2C2=CC=CC=[N+]21	75	1
ex_0440	CN1C2=CC=CC=C2NC1=[Se+][Cd-2]([Br])([Br])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0441	C[Si](C)(C)[Si]([Te][Hf]([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C	165	3
ex_0442	C1=CC=C([Se][Pd-2]2([Se]C3=CC=CC=C3)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	77	7
ex_0443	CCC1CC[N+]2=CC3=CC(Br)=CC(Br)=C3[O][Cu-2]23[O]C2=C(Br)C=C(Br)C=C2C=[N+]13	44	4
ex_0444	CC(C)N1CCNC1=[Se+][Hg-2]([Cl])([Cl])[Se+]=C1NCCN1C(C)C	45	20
ex_0445	CN1C=CN(C)C1=[Se+][Cd-2]([Se+]=C1N(C)C=CN1C)([Se+]=C1N(C)C=CN1C)[Se+]=C1N(C)C=CN1C	65	11
ex_0446	CC1=CC(C)=C(C2=CC=CC(C3=C(C)C=C(C)C=C3C)=C2[Se][Mn][Se]C2=C(C3=C(C)C=C(C)C=C3C)C=CC=C2C2=C(C)C=C(C)C=C2C)C(C)=C1	101	16
ex_0447	CC1=CC=C(S(=O)(=O)[N]2C3=CC=C4C=CC=CC4=C3N=[N+](C3=CC=CC=C3)[Ni-2]23[N](S(=O)(=O)C2=CC=C(C)C=C2)C2=C(N=[N+]3C3=CC=CC=C3)C3=CC=CC=C3C=C2)C=C1	95	5
ex_0448	CC[P+](CC)(CC)[Pt-4]1([P+](CC)(CC)CC)[Sb+]([C](=O)C(C)(C)C)=[Sb+]1[C](=O)C(C)(C)C	77	1
ex_0449	C[P+](C)(C1=CC=CC=C1)[Pt-2]1([P+](C)(C)C2=CC=CC=C2)[Se]C2=CC=C3CCC4=C3C2=C(C=C4)[Se]1	63	4
ex_0450	C[As](C)C1=CC=CC=C1[As+]1(C)C2=CC=CC=C2[As+](C)(C)[Ni-3]123[As+](C)(C)C1=CC=CC=C1[As+]2(C)C1=CC=CC=C1[As+]3(C)C	87	3
ex_0451	CN1C=CN(C)C1=[Se+][Hg-2]([Se+]=C1N(C)C=CN1C)([Se+]=C1N(C)C=CN1C)[Se+]=C1N(C)C=CN1C	65	11
ex_0452	CC1=CC=CC(C)=C1[Se][Re-2]([Se]C1=C(C)C=CC=C1C)([Se]C1=C(C)C=CC=C1C)([P+](C)(C)C1=CC=CC=C1)[P+](C)(C)C1=CC=CC=C1	95	23
ex_0453	CC1=CC(C)=C([N+]2=CC3=CC=CC=[N+]3[Pt-2]23[N](S(C)(=O)=O)C2=CC=CC=C2[N]3S(C)(=O)=O)C(C)=C1	60	6
ex_0454	C1=CC=C([P]2(C3=CC=CC=C3)C[P+](C3=CC=CC=C3)(C3=CC=CC=C3)[Ni]3([Se]2)[Se][P](C2=CC=CC=C2)(C2=CC=CC=C2)C[P+]3(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	101	3
ex_0455	COC1=CC=C(CC2=C(CC3=CC=C(OC)C(OC)=C3O)N(C)C3=NC4=[N+](C(=O)N(C)C4=O)[Zn-2]4([N]32)[N]2C(=NC3=[N+]4C(=O)N(C)C3=O)N(C)C(CC3=CC=C(OC)C(OC)=C3O)=C2CC2=CC=C(OC)C=C2)C=C1	125	6
ex_0456	C=C1C(=O)[O][Ni-2]23[N](C(=O)C4CCC[N+]42CC2=CC=C(Cl)C(Cl)=C2)C2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=[N+]13	60	3
ex_0457	CC1=CC(C)=C([N]2C(C)=CC(C)=[N+](C3=C(C)C=C(C)C=C3C)[Cu-]2[N]=C(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1	79	5
ex_0458	C1=CN(C2CCCCC2)C(=[Se+][Ag-2]([Se+]=C2N(C3CCCCC3)C=CN2C2CCCCC2)[Se+]=C2N(C3CCCCC3)C=CN2C2CCCCC2)N1C1CCCCC1	127	20
ex_0459	CC1=[N+](O)[Co-4]234([O]C(CC5=CC=CC=C5)=N[N+]2=C1C)[O]C(CC1=CC=CC=C1)=N[N+]3=C(C)C(C)=[N+]4O	63	3
ex_0460	C[Si](C)(C)[Si]([Te][Cd-2]1([Te][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[P+](C)(C)CC[P+]1(C)C)([Si](C)(C)C)[Si](C)(C)C	107	1
ex_0461	COC1=CC([N+](=O)[O-])=CC2=C1[O][Mn-3]1345[O]C6=C(OC)C=C([N+](=O)[O-])C=C6C=[N+]1CCC[NH+]3CC[NH+]4CCC[N+]5=C2	69	5
ex_0462	C1=CC=C(P2(C3=CC=CC=C3)=NP(C3=CC=CC=C3)(C3=CC=CC=C3)=[Se][Pd]3([Se]2)[Se]=P(C2=CC=CC=C2)(C2=CC=CC=C2)N=[P]3(C2=CC=CC=C2)C2=CC=CC=C2)C=C1	98	2
ex_0463	CN1CCN(C)C1=[S+][Cu-3]12([N+]3=CC=CC4=CC=C5C=CC=[N+]1C5=C43)[N+]1=CC=CC3=CC=C4C=CC=[N+]2C4=C31	63	16
ex_0464	[Br][Ag-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	104	6
ex_0465	CC1=CC(C)=C([Se][Pd-2]2([Se]C3=C(C)C=C(C)C=C3C)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1	95	4
ex_0466	O=C1[O][Ni-2]23[N](C(=O)C4CCC[N+]42CC2=CC=CC=C2)C2=CC=CC=C2C(C2=CC=CC=C2)=[N+]3C1CO	63	3
ex_0467	C[OH+][Zn-2]([Br])([Br])[N+]1=CC=CC=C1CN(P(=[Se])(C1=CC=CC=C1)C1=CC=CC=C1)P(=[Se])(C1=CC=CC=C1)C1=CC=CC=C1	71	1
ex_0468	CCO[P](OCC)(C1=CC=CC=C1)[OsH]([P](OCC)(OCC)C1=CC=CC=C1)([P](OCC)(OCC)C1=CC=CC=C1)([P](OCC)(OCC)C1=CC=CC=C1)[Sn]([OH])([O]C=O)[O]C=O	125	3
ex_0469	COC(=O)C1CC12C(=O)[O][Ni-2]13[N](C(=O)C4CCC[N+]41CC1=CC=CC=C1)C1=CC=CC=C1C(C1=CC=CC=C1)=[N+]23	69	2
ex_0470	CC1=CC(C)=CC([N](C(C)(C)C)[Mo]([N]=C(SC2=C(F)C(F)=C(F)C(F)=C2F)C2=CC=CC=C2)([N](C2=CC(C)=CC(C)=C2)C(C)(C)C)[N](C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1	119	2
ex_0471	N#CC1=C(C#N)[S][Mo-2]2([O-])([Se]C3=CC=CC=C3)([S]1)[N+]1=CC=CC=C1C1=CC=CC=[N+]12	42	67
ex_0472	S=C=[N][Cu-2]12[O]C3=CC=C(Cl)C=C3C=[N+]1CCC1=[N+]2C2=CC=CC=C2N1	38	3
ex_0473	CN1C2=CC=CC=C2NC1=[Se+][Hg-2]([Se+]=C1NC2=CC=CC=C2N1C)([Se+]=C1NC2=CC=CC=C2N1C)[Se+]=C1NC2=CC=CC=C2N1C	77	17
ex_0474	CC(=O)C1=[Se+][Pt-4]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[O+]=C1C1=CC=CC=C1	90	6
ex_0475	CC1=[N+](C2=CC=CC=C2)[Ni-3]2([Se]C3=CC=CC=C3)([Se]C3=CC=CC=C3)[N+](C3=CC=CC=C3)=C(C)C3=[N+]2C1=CC=C3	68	24
ex_0476	C1=CC=C([Se+]2CC3=[N+](C4=CC=CC=C4N3)[Ag-3]23[N+]2=C(C[Se+]3C3=CC=CC=C3)NC3=CC=CC=C32)C=C1	59	5
ex_0477	O=C([O][Ag-3]([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1O	118	4
ex_0478	CC1=CC=C2C(=C1)[Se+](C1=CC=CC=C1)[Pd-2]1([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[C]3=CC(C)=CC=C3N=[N+]21	75	2
ex_0479	O=C1[O][V-2]23([O-])([O]C4=CC=C(Cl)C=C4C=[N+]2C1CC1=CC=CC=C1)[N+]1=CC=CC2=CC=C4C=CC=[N+]3C4=C21	57	9
ex_0480	CCN1C(=[Se+][Cu-2]([Br])[Se+]=C2N(CC)C(C)=C(C)N2CC)N(CC)C(C)=C1C	58	41
ex_0481	O=C1CC[N+]2=CC3=CC=CC=C3[O][V-2]23([O-])([O]1)[N+]1=CC=CC=C1C1=CC=CC=[N+]13	45	8
ex_0482	CC(C)CC1(C)C(=O)[O][Ni-2]23[N](C(=O)C4CCC[N+]42CC2=CC=CC=C2)C2=CC=CC=C2C(C2=CC=CC=C2)=[N+]13	74	3
ex_0483	CC1=CC=C([N]2C3=CC=CC(C)=[N+]3[Zr-2]23([N](C)C)([N](C)C)[N](C2=CC=C(C)C=C2C)C2=CC=CC(C)=[N+]23)C(C)=C1	81	9
ex_0484	BrC1=CC=CC=C1C=[N+]1CC[N+](=CC2=CC=CC=C2Br)[Ag-3]12[N+](=CC1=CC=CC=C1Br)CC[N+]2=CC1=CC=CC=C1Br	69	4
ex_0485	C[N](C)[Hf-]1([N](C)C)([N](C)C)[N](C2=CC=CC=C2CP(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2C[P+]1(C1=CC=CC=C1)C1=CC=CC=C1	101	13
ex_0486	[O-][N+]1=C(C2=CC=CC=C2)N=[N+](C2=CC=CC=C2)[Pd-2]12[N+](C1=CC=CC=C1)=NC(C1=CC=CC=C1)=[N+]2[O-]	55	4
ex_0487	BrC1=CC=CC=C1C[P+](CC1=CC=CC=C1Br)(CC1=CC=CC=C1Br)[Au-][P+](CC1=CC=CC=C1Br)(CC1=CC=CC=C1Br)CC1=CC=CC=C1Br	87	6
ex_0488	[Cl][Ag-3]([P+](CC[As](C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](CC[As](C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](CC[As](C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	158	1
ex_0489	CN1CC2=CC=CC=[C]2[Sb+]([CH3])([CH3])[Cu-3]2([Sb+]([CH3])([CH3])[C]3=CC=CC=C3C1)[Sb+]([CH3])([CH3])[C]1=CC=CC=C1CN(C)CC1=CC=CC=[C]1[Sb+]2([CH3])[CH3]	99	2
ex_0490	CN(C)C1=CC=[N+](B(N=[N][W-4]23([Br])([P+](C4=CC=CC=C4)(C4=CC=CC=C4)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)CC[P+]3(C2=CC=CC=C2)C2=CC=CC=C2)[B-](Br)(Br)Br)C=C1	132	1
ex_0491	[CH3][Pt-2]1([CH3])([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[N+]2=CC=CC3=CC=C4C=CC=[N+]1C4=C32	55	16
ex_0492	CC(C)N1C=CN(CC2=C3C=CC=CC3=CC3=CC=CC=C32)C1=[Se+][Cu-2]([I])[Se+]=C1N(CC2=C3C=CC=CC3=CC3=CC=CC=C32)C=CN1C(C)C	90	36
ex_0493	CC1=CC(C)=C([Te][Pt-2]2([Te]C3=C(C)C=C(C)C=C3C)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)CCC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1	98	14
ex_0494	C[Si](C)(C)[N]([V]([Te][Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[N]([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C	90	1
ex_0495	CCSC1=C(SCC)SC(=C2SC3=C(S2)[Se][Ni-]2([Se]3)[Se]C3=C(SC(=C4SC(SCC)=C(SCC)S4)S3)[Se]2)S1	57	23
ex_0496	CC1=CC(C)=C([Te][Zn-2]2([Te]C3=C(C)C=C(C)C=C3C)[N+](C)(C)CC[N+]2(C)C)C(C)=C1	67	8
ex_0497	O=[N+]([O-])C1=CC=C([N+]2=NC3=C(C=CC4=CC=CC=C43)[O][Ru-3]234([O]C2=CC=C5C=CC=CC5=C2N=[N+]3C2=CC=C([N+](=O)[O-])C=C2)[O]C2=CC=C3C=CC=CC3=C2N=[N+]4C2=CC=C([N+](=O)[O-])C=C2)C=C1	97	14
ex_0498	CC(C)CC1C(=O)[O][Re-]23([O-])([Cl])[O]C4=CC=C([N+](=O)[O-])C=C4C[N+]12CC1=CC=CC=[N+]13	51	3
ex_0499	BrB(Br)N=[N][W-4]12([Br])([P+](C3=CC=CC=C3)(C3=CC=CC=C3)CC[P+]1(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)CC[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	111	1
ex_0500	[Cl][Au-][As+]1(C2=CC=CC=C2)C2=CC=CC=C2OCCOCCOCCOCCOCCOC2=CC=CC=C21	70	2
ex_0501	CCOC(=O)C(Br)CC1C(=O)[O][Ni-2]23[N](C(=O)C4CCC[N+]42CC2=CC=CC=C2)C2=CC=CC=C2C(C2=CC=CC=C2)=[N+]13	74	3
ex_0502	C[As+](C)(CC1=CC=CC=C1)[Pt-2]([I])([I])[As+](C)(C)CC1=CC=CC=C1	49	15
ex_0503	CC(C)C1=CC=CC(C(C)C)=C1[N]([Si](C)(C)C)[Fe-]1([N](C2=C(C(C)C)C=CC=C2C(C)C)[Si](C)(C)C)[Se][Se]1	89	2
ex_0504	CC(=O)NC1=CC=CC=C1[Se][Mo-]([O-])([Se]C1=CC=CC=C1NC(C)=O)([Se]C1=CC=CC=C1NC(C)=O)[Se]C1=CC=CC=C1NC(C)=O	78	26
ex_0505	BrC1=CC=C(N=NC2=CC=C3N=[N+](C4=CC=C(Br)C=C4)[Zn-2]4([N]23)[N]2C(N=NC3=CC=C(Br)C=C3)=CC=C2N=[N+]4C2=CC=C(Br)C=C2)C=C1	67	3
ex_0506	C[As+](C)(CC1=CC=CC=C1)[Pd-2]([I])([I])[As+](C)(C)CC1=CC=CC=C1	49	15
ex_0507	CN1C2=CC=CC=C2NC1=[Se+][Hg-2]([I])([I])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0508	COC(=O)CN1C=CN(C2=C(C)C=C(C)C=C2C)C1=[Se+][Cd-2]([Cl])([Se+]=C1N(CC(=O)OC)C=CN1C1=C(C)C=C(C)C=C1C)[Se+]=C1N(CC(=O)OC)C=CN1C1=C(C)C=C(C)C=C1C	116	20
ex_0509	CC1=CC(C)=C([Se][Zn-2]([Se]C2=C(C)C=C(C)C=C2C)([N+]2=CC=CC=C2)[N+]2=CC=CC=C2)C(C)=C1	65	12
ex_0510	CC1=CC=C(S(=O)(=O)N=C2SC3=CC(Cl)=CC=C3[N]2[Cu]2([N]3C4=CC=C(Cl)C=C4SC3=NS(=O)(=O)C3=CC=C(C)C=C3)[N]3C=CC=CC3=C3C=CC=C[N]32)C=C1	83	3
ex_0511	CC(C)[NH2+]CC[N+]1=CC2=CC(Br)=CC(Br)=C2[O][Cu-2]12[O]C1=C(Br)C=C(Br)C=C1C=[N+]2CC[NH2+]C(C)C	67	14
ex_0512	C[As+](C)(CC1=CC=CC=C1)[Pd-2]([Br])([Br])[As+](C)(C)CC1=CC=CC=C1	49	11
ex_0513	CN1C=[N+]([Cd-2]([I])([I])[Se+]=C2NC3=CC=CC=C3N2C)C2=CC=CC=C21	40	18
ex_0514	COC(=O)CN1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)C1=[Se+][Zn-2]([Se+]=C1N(CC(=O)OC)C=CN1C1=C(C(C)C)C=CC=C1C(C)C)([Se+]=C1N(CC(=O)OC)C=CN1C1=C(C(C)C)C=CC=C1C(C)C)[Se+]=C1N(CC(=O)OC)C=CN1C1=C(C(C)C)C=CC=C1C(C)C	189	6
ex_0515	[O+]#[C][Ru-6]12([C]#[O+])([Br+][Te+]1(Br)C1=CC=CC=C1)[Br+][Te+]2(Br)C1=CC=CC=C1	33	2
ex_0516	CC1=CC(C)=C([Te][Zn-2]([Te]C2=C(C)C=C(C)C=C2C)([N+]2=CC=CC=C2)[N+]2=CC=CC=C2)C(C)=C1	65	12
ex_0517	CN1C2=CC=CC=C2NC1=[Se+][Zn-2]([I])([I])[Se+]=C1NC2=CC=CC=C2N1C	41	18
ex_0518	FC1=C(F)C(F)=C([Se][Cd-2]([Se]C2=C(F)C(F)=C(F)C(F)=C2F)([N+]2=CC=CC=C2)[N+]2=CC=CC=C2)C(F)=C1F	47	12
ex_0519	C1=CC=C([Se][Ni-2]([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[Se]C2=CC=CC=C2)C=C1	49	11
ex_0520	C1=CC=C([Se][Co-2]([Se]C2=CC=CC=C2)([Se]C2=CC=CC=C2)[Se]C2=CC=CC=C2)C=C1	49	11
ex_0521	BrC1=CC=CC=C1[I+][Ag-3]([I+]C1=CC=CC=C1Br)([I+]C1=CC=CC=C1Br)[I+]C1=CC=CC=C1Br	49	19
ex_0522	CC1=CC=CC2=[N+]1[Cu-3]1([N+]3=C(C)C=CC=C3C3=CC=CC(COC4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)=[N+]31)[N+]1=C(COC3=CC=C(N(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)C=CC=C21	119	7
ex_0523	CN1C2=CC=CC=C2NC1=[Se+][Hg-2]([Cl])([Se+]=C1NC2=CC=CC=C2N1C)[Se+]=C1NC2=CC=CC=C2N1C	59	19
ex_0524	NC1=N[N+](=CC2=CC=C([N+](=O)[O-])C=C2)[Pd-2]2([S]1)[S]C(N)=N[N+]2=CC1=CC=C([N+](=O)[O-])C=C1	45	1
ex_0525	CC1=C[C]([Os]([C]2=CC(C)=C(Br)C=C2C)([C]2=CC(C)=C(Br)C=C2C)[C]2=CC(C)=C(Br)C=C2C)=C(C)C=C1Br	69	12
ex_0526	[O+]#[C][Rh-4]([I])([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)([Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1)[Sb+]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1	106	10
ex_0527	[CH3][Sb+]1([CH3])[CH2]C2=CC=CC=C2[CH2][Sb+]([CH3])([CH3])[Pd-2]12[Sb+]([CH3])([CH3])[CH2]C1=CC=CC=C1[CH2][Sb+]2([CH3])[CH3]	69	2
ex_0528	[CH3][Sb]1[N](C(C)(C)C)[Mo-4]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[N]1C(C)(C)C	42	2
ex_0529	C[P+]1(C)C2=CC=CC=C2[P+](C)(C)[Zr-4]12([Br])([Br])([Br])([Br])[P+](C)(C)C1=CC=CC=C1[P+]2(C)C	61	2
ex_0530	BrC1=CC=CC(Br)=C1[N+]1=CC2=CC=CC=C2[O][Pt-2]12[O]C1=CC=CC=C1C=[N+]2C1=C(Br)C=CC=C1Br	51	4
ex_0531	[O-][Re]([Te]C1=CC=CC=C1)([Te]C1=CC=CC=C1)([Te]C1=CC=CC=C1)[Te]C1=CC=CC=C1	50	22
ex_0532	CC1=CC(C)=C([Te][Re]([O-])([Te]C2=C(C)C=C(C)C=C2C)([Te]C2=C(C)C=C(C)C=C2C)[Te]C2=C(C)C=C(C)C=C2C)C(C)=C1	86	22
ex_0533	OC1=CC=C(Br)C=C1C=[N+]1NC2=CC=CC(Br)=[N+]2[Cu-3]12[N+](=CC1=CC(Br)=CC=C1O)NC1=CC=CC(Br)=[N+]12	55	6
ex_0534	CC1=CC(C)=C([N+]2=C(C)C3=CC=CC4=[N+]3[Fe-3]2([CH2][Si](C)(C)C)([CH2][Si](C)(C)C)[N+](C2=C(C)C=C(C)C=C2C)=C4C)C(C)=C1	94	3
ex_0535	CC(C)(C)[P+]([Te][W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[C]#[O+])(C(C)(C)C)C(C)(C)C	52	5
ex_0536	O=S1(=O)[CH](C2=CC=CC=C2)[Pt-2]([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([As+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[CH]1C1=CC=CC=C1	98	3
ex_0537	CN(C)[C+](=S)->[Pd-3]1([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[N]2C=CC=[N+]2[BH-](N2C=CC=N2)[N+]2=CC=C[N]21	72	2
ex_0538	CCN1C(=S)SC2=C1[Se][Ni-]1([Se]2)[Se]C2=C([Se]1)N(CC)C(=S)S2	31	8
ex_0539	CS(=O)(=O)[N]1C2=CC=C([N+](=O)[O-])C=C2[O+](C2=CC=CC=C2)[Ag-3]1([As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[As+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	101	3
ex_0540	N#CN=C1[Se][Pt-2]2([Se]1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)CC[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	59	2
